id,carat,depth,table,x,y,z,price,city_Amsterdam,city_Antwerp,city_Dubai,city_Kimberly,city_Las Vegas,city_London,city_Luxembourg,city_Madrid,city_New York City,city_Paris,city_Surat,city_Tel Aviv,city_Zurich,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
6197,0.56,61.0,56.0,5.31,5.35,3.25,272.1884165897567,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6198,0.72,62.8,58.0,5.75,5.68,3.59,114.67145031033266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6199,0.35,61.3,56.0,4.54,4.6,2.8,734.1552609206118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6200,0.56,62.3,58.0,5.28,5.21,3.27,424.211698890196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6201,1.21,60.2,59.0,6.89,6.86,4.14,17.928642929683324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6202,0.54,62.4,57.0,5.23,5.19,3.25,698.6058930363046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6203,0.56,60.9,56.0,5.34,5.36,3.26,835.6567815738958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6204,0.5,61.6,58.0,5.08,5.11,3.14,742.2094513976685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6205,0.32,62.0,57.0,4.41,4.37,2.72,552.5373236232634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6206,0.7,62.5,56.0,5.64,5.68,3.54,510.7666683349802,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6207,1.01,61.9,55.0,6.38,6.44,3.97,548.3851792298648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6208,0.74,63.9,57.0,5.72,5.74,3.66,699.9760947372536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6209,0.7,64.2,58.0,5.58,5.61,3.59,67.62229386520391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6210,1.02,62.5,59.0,6.43,6.38,4.0,87.37209528020895,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6211,0.96,59.8,57.0,6.42,6.39,3.83,884.9874316183854,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6212,0.35,62.0,54.0,4.54,4.56,2.82,67.84172672878486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6213,0.5,61.6,58.0,5.11,5.06,3.13,585.8306197436738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6214,1.08,62.0,57.0,6.65,6.55,4.06,519.6261952886547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6215,0.62,61.1,55.0,5.52,5.57,3.39,984.1472623252396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6216,0.54,61.5,58.0,5.28,5.26,3.24,398.1243920765132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6217,1.52,62.8,54.0,7.26,7.36,4.59,137.18840109125375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6218,0.96,62.6,57.0,6.28,6.24,3.92,106.75737923799768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6219,0.57,61.4,58.0,5.28,5.34,3.26,555.1195419127239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6220,0.41,61.5,57.0,4.77,4.81,2.95,776.4341767327966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6221,2.02,59.0,61.0,8.26,8.31,4.89,685.4409634510163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6222,0.5,63.1,57.0,5.04,5.0,3.17,877.6310603720585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6223,0.71,62.3,59.0,5.68,5.71,3.55,777.1634513865625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6224,0.5,62.2,59.0,5.13,5.1,3.18,324.84529304900354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6225,0.3,62.9,60.0,4.22,4.18,2.64,802.9969668659176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6226,1.3,59.3,59.0,7.11,7.08,4.22,326.35619396191674,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6227,0.57,62.8,56.0,5.27,5.31,3.32,800.347346457656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6228,0.41,60.9,53.0,4.85,4.8,2.94,973.127233049932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6229,0.51,61.7,58.0,5.15,5.12,3.17,163.04187316634844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6230,0.81,62.0,56.0,5.97,6.0,3.71,539.529379890569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6231,0.31,62.7,59.0,4.29,4.32,2.7,643.677613555899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6232,2.07,62.7,54.0,8.12,8.17,5.11,362.2913773762008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6233,0.9,64.5,56.0,6.06,6.0,3.89,930.9723841413704,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6234,0.31,61.3,56.0,4.38,4.4,2.69,737.8937555465061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6235,2.01,63.6,59.0,7.95,8.0,5.07,265.01581754366686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6236,0.87,62.6,56.0,6.17,6.08,3.84,803.0008005113099,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6237,1.01,62.7,56.0,6.35,6.4,4.0,641.7145045741559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6238,0.35,63.3,54.0,4.53,4.51,2.86,279.4432387156042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6239,0.3,62.3,58.0,4.29,4.32,2.68,946.300833283746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6240,0.91,62.0,57.0,6.22,6.24,3.86,675.0924707487214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6241,1.54,60.9,59.0,7.49,7.45,4.55,750.0946005415655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6242,1.18,60.8,58.0,6.84,6.78,4.14,789.9657734204957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6243,0.53,61.3,57.0,5.19,5.21,3.19,99.38549044527468,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6244,0.33,62.7,56.0,4.39,4.45,2.77,374.5580994873968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6245,0.53,60.6,57.0,5.21,5.25,3.17,244.9311266299552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6246,0.8,58.4,59.0,6.12,6.04,3.55,128.7006767681588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6247,1.53,63.1,57.0,7.34,7.28,4.61,763.8217032319028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6248,0.48,61.1,61.0,5.05,5.0,3.07,475.2559649267815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6249,0.7,62.8,58.0,5.68,5.62,3.55,484.3226130352883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6250,1.5,61.4,61.0,7.36,7.3,4.5,386.6249577380405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6251,0.71,61.3,58.0,5.73,5.78,3.53,484.6551144968589,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6252,1.71,62.7,58.0,7.59,7.54,4.74,92.03395520114576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6253,1.01,61.8,56.0,6.43,6.38,3.96,220.08215243346552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6254,0.64,57.7,57.0,5.69,5.75,3.3,502.9454812905326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6255,1.5,59.3,61.0,7.53,7.47,4.45,404.6375276506829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6256,0.25,60.6,57.0,4.08,4.11,2.48,358.94544530127314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6257,0.32,61.0,54.0,4.44,4.46,2.72,249.9980415418026,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6258,0.5,79.0,73.0,5.21,5.18,4.09,476.09910844511415,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6259,1.09,58.5,59.0,6.75,6.8,3.96,980.3146090574836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6260,1.06,62.6,58.0,6.49,6.54,4.08,302.25298283749294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6261,0.52,63.2,57.0,5.08,5.11,3.22,308.2028858940592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6262,1.52,61.9,57.0,7.37,7.33,4.55,721.6734404246506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6263,0.44,61.9,59.0,4.85,4.9,3.02,717.9483507637327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6264,0.38,62.4,56.0,4.62,4.65,2.89,947.9333198964124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6265,0.7,63.0,59.0,5.58,5.62,3.53,300.77751179447966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6266,0.4,63.8,55.0,4.66,4.71,2.99,175.9056895877853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6267,0.72,62.8,52.0,5.78,5.72,3.61,85.14018975257498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6268,0.54,62.7,56.0,5.23,5.2,3.27,313.4449402190359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6269,2.01,65.9,57.0,7.8,7.74,5.12,441.9900204982299,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6270,0.72,62.6,52.0,5.74,5.77,3.6,15.01957485177574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6271,0.34,60.5,59.0,4.48,4.54,2.73,432.4112979504634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6272,1.13,60.8,56.0,6.64,6.72,4.06,43.97614168966035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6273,0.56,60.6,57.0,5.36,5.33,3.24,839.7904610498242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6274,0.72,61.8,61.0,5.67,5.72,3.53,547.8942572854354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6275,0.4,61.5,59.0,4.72,4.75,2.91,320.6567768432617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6276,1.16,62.2,58.0,6.74,6.67,4.17,791.8551221206646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6277,1.6,61.1,57.0,7.55,7.5,4.6,985.7742132283196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6278,1.51,62.5,60.0,7.27,7.23,4.54,882.3744651273597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6279,0.71,61.9,55.0,5.74,5.77,3.56,400.9977169461781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6280,0.82,62.1,56.0,5.94,5.98,3.7,154.0057093813444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6281,0.34,62.6,60.0,4.46,4.42,2.78,379.0149241945835,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6282,0.55,61.9,56.0,5.25,5.29,3.26,317.9812503013931,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6283,1.21,63.0,57.0,6.82,6.76,4.28,318.55913715356667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6284,0.31,61.7,58.0,4.32,4.34,2.67,582.9524596031875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6285,0.41,62.5,60.0,4.72,4.75,2.96,324.8297041641468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6286,0.32,61.1,56.0,4.42,4.45,2.71,278.7524380140554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6287,1.23,61.3,56.0,6.89,6.91,4.23,605.12505855126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6288,2.0,63.0,64.0,7.67,7.76,4.86,498.4757257551576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6289,0.52,62.2,54.0,5.16,5.19,3.22,223.68975420320936,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6290,2.28,62.5,58.0,8.39,8.33,5.23,657.5086094207568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6291,0.5,62.9,54.9,5.08,5.12,3.21,365.3365750742561,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6292,1.02,61.0,59.0,6.48,6.44,3.94,111.63182688413032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6293,0.5,62.0,56.0,5.09,5.13,3.17,670.6098110866864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6294,2.06,62.7,60.0,8.11,8.06,5.07,564.7189182957414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6295,0.58,60.6,56.0,5.43,5.48,3.3,741.8721382608599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6296,1.05,61.8,56.0,6.52,6.58,4.05,918.0618623412038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6297,1.51,63.0,52.0,7.37,7.3,4.62,143.88032327237786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6298,0.71,61.6,55.0,5.71,5.75,3.53,580.2472208787442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6299,0.33,61.3,56.0,4.49,4.45,2.74,359.22392734227304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6300,0.91,60.5,59.0,6.21,6.19,3.75,238.1941466824934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6301,0.51,63.0,57.0,5.05,5.11,3.2,392.588159210018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6302,2.01,63.8,57.0,8.0,7.95,5.1,690.7840598329981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6303,0.34,61.2,59.0,4.47,4.52,2.75,618.4194078773753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6304,0.53,60.8,56.0,5.28,5.25,3.21,434.520510709847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6305,1.08,63.0,59.0,6.56,6.5,4.11,588.4613982177951,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6306,0.74,61.6,57.0,5.77,5.83,3.57,720.7474549194699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6307,0.91,64.1,59.0,6.1,6.13,3.92,442.05588705771527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6308,0.32,60.0,59.0,4.45,4.42,2.66,990.855041508903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6309,1.02,53.0,63.0,6.84,6.77,3.66,346.3259197585722,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6310,0.76,61.9,57.0,5.87,5.9,3.64,23.50007850339775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6311,1.67,61.6,59.1,7.61,7.64,4.7,32.12982675339215,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6312,1.51,59.6,58.0,7.51,7.48,4.47,375.8434856467594,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6313,0.31,62.3,55.0,4.32,4.35,2.7,827.719193191976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6314,0.54,60.5,57.0,5.3,5.28,3.2,472.1047453880993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6315,2.16,62.9,55.0,8.28,8.2,5.18,578.3727484903585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6316,0.31,62.7,57.0,4.34,4.31,2.71,373.2140386072518,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6317,0.3,63.5,57.0,4.21,4.26,2.69,553.6800051287526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6318,1.02,62.9,60.0,6.42,6.37,4.02,395.9120266736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6319,0.4,61.1,59.0,4.75,4.78,2.91,308.096241322846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6320,1.2,63.0,61.0,6.62,6.59,4.16,376.0525044172882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6321,1.1,62.4,56.0,6.58,6.62,4.12,744.1780562281785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6322,0.3,62.6,56.0,4.26,4.29,2.67,694.4911137429411,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6323,0.37,63.4,57.0,4.57,4.55,2.89,493.5821356121298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6324,1.18,62.6,55.3,6.73,6.79,4.24,770.747324395119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6325,1.09,60.7,58.0,6.64,6.68,4.04,342.6071632168336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6326,0.4,61.6,56.0,4.74,4.77,2.93,226.1740508710358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6327,1.04,63.7,58.0,6.34,6.43,4.07,190.64120125779627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6328,1.05,60.4,54.0,6.6,6.65,4.0,46.71741849658628,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6329,0.31,61.0,58.0,4.37,4.39,2.67,814.7890611693738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6330,0.7,62.2,58.0,5.6,5.66,3.5,715.5288883360655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6331,0.58,59.5,59.0,5.41,5.45,3.23,392.2123979714501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6332,1.04,63.1,57.0,6.39,6.44,4.05,290.8523187862504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
